,w,H
0,0.0,0.44201034
1,0.006135923151542565,0.44760436
2,0.01227184630308513,0.464099
3,0.018407769454627694,0.490654
4,0.02454369260617026,0.5259377
5,0.03067961575771282,0.56822324
6,0.03681553890925539,0.61551267
7,0.04295146206079795,0.6656751
8,0.04908738521234052,0.71658826
9,0.05522330836388308,0.7662737
10,0.06135923151542564,0.8130109
11,0.0674951546669682,0.8554252
12,0.07363107781851078,0.8925424
13,0.07976700097005335,0.923809
14,0.0859029241215959,0.9490759
15,0.09203884727313846,0.9685557
16,0.09817477042468103,0.9827549
17,0.1043106935762236,0.9923917
18,0.11044661672776616,0.9983073
19,0.11658253987930872,1.0013819
20,0.12271846303085128,1.0024589
21,0.12885438618239387,1.0022874
22,0.1349903093339364,1.001481
23,0.14112623248547898,1.0004996
24,0.14726215563702155,0.9996482
25,0.15339807878856412,0.9990921
26,0.1595340019401067,0.9988824
27,0.16566992509164924,0.9989885
28,0.1718058482431918,0.9993297
29,0.17794177139473438,0.9998047
30,0.18407769454627693,1.0003151
31,0.1902136176978195,1.0007788
32,0.19634954084936207,1.0011373
33,0.20248546400090464,1.001356
34,0.2086213871524472,1.001419
35,0.21475731030398978,1.0013231
36,0.22089323345553233,1.0010746
37,0.2270291566070749,1.0006862
38,0.23316507975861744,1.0001833
39,0.23930100291016002,0.9996128
40,0.24543692606170256,0.99905646
41,0.25157284921324513,0.9986499
42,0.25770877236478773,0.99859583
43,0.2638446955163303,0.99917865
44,0.2699806186678728,1.0007695
45,0.2761165418194154,1.0038222
46,0.28225246497095796,1.0088577
47,0.28838838812250056,1.0164402
48,0.2945243112740431,1.0271376
49,0.30066023442558565,1.0414814
50,0.30679615757712825,1.0599161
51,0.3129320807286708,1.0827556
52,0.3190680038802134,1.1101406
53,0.32520392703175593,1.1420093
54,0.3313398501832985,1.1780794
55,0.3374757733348411,1.2178497
56,0.3436116964863836,1.260615
57,0.34974761963792617,1.3055011
58,0.35588354278946877,1.3515102
59,0.36201946594101125,1.3975797
60,0.36815538909255385,1.4426439
61,0.37429131224409645,1.4856968
62,0.380427235395639,1.5258493
63,0.3865631585471816,1.5623761
64,0.39269908169872414,1.5947509
65,0.3988350048502667,1.6226618
66,0.4049709280018093,1.6460158
67,0.4111068511533518,1.6649228
68,0.4172427743048944,1.6796697
69,0.42337869745643697,1.6906817
70,0.42951462060797957,1.6984789
71,0.43565054375952206,1.7036327
72,0.44178646691106466,1.7067198
73,0.4479223900626072,1.7082878
74,0.4540583132141498,1.708823
75,0.46019423636569234,1.7087318
76,0.4663301595172349,1.7083315
77,0.4724660826687775,1.7078482
78,0.47860200582032003,1.7074246
79,0.48473792897186263,1.7071337
80,0.4908738521234051,1.7069937
81,0.4970097752749478,1.7069869
82,0.5031456984264903,1.7070749
83,0.5092816215780329,1.7072129
84,0.5154175447295755,1.7073605
85,0.521553467881118,1.7074872
86,0.5276893910326605,1.7075762
87,0.5338253141842031,1.7076222
88,0.5399612373357456,1.70763
89,0.5460971604872883,1.7076118
90,0.5522330836388308,1.7075797
91,0.5583690067903734,1.7075466
92,0.5645049299419159,1.7075199
93,0.5706408530934585,1.7075028
94,0.5767767762450011,1.7074953
95,0.5829126993965437,1.7074928
96,0.5890486225480862,1.7074903
97,0.5951845456996288,1.7074827
98,0.6013204688511713,1.7074678
99,0.607456392002714,1.7074459
100,0.6135923151542565,1.7074202
101,0.619728238305799,1.7073958
102,0.6258641614573416,1.7073793
103,0.6320000846088841,1.7073765
104,0.6381360077604268,1.7073904
105,0.6442719309119693,1.7074218
106,0.6504078540635119,1.7074673
107,0.6565437772150543,1.7075204
108,0.662679700366597,1.7075728
109,0.6688156235181395,1.7076148
110,0.6749515466696822,1.7076379
111,0.6810874698212248,1.7076368
112,0.6872233929727672,1.7076095
113,0.6933593161243098,1.707559
114,0.6994952392758523,1.707492
115,0.705631162427395,1.7074184
116,0.7117670855789375,1.7073509
117,0.7179030087304801,1.7073003
118,0.7240389318820225,1.7072763
119,0.7301748550335652,1.7072843
120,0.7363107781851077,1.7073244
121,0.7424467013366504,1.7073914
122,0.7485826244881929,1.7074753
123,0.7547185476397354,1.7075639
124,0.760854470791278,1.7076423
125,0.7669903939428205,1.7076975
126,0.7731263170943632,1.7077197
127,0.7792622402459057,1.7077041
128,0.7853981633974483,1.7076517
129,0.7915340865489909,1.7075697
130,0.7976700097005334,1.7074703
131,0.8038059328520759,1.7073689
132,0.8099418560036186,1.7072816
133,0.8160777791551611,1.7072232
134,0.8222137023067037,1.7072037
135,0.8283496254582462,1.707228
136,0.8344855486097889,1.7072928
137,0.8406214717613314,1.70739
138,0.8467573949128739,1.7075045
139,0.8528933180644165,1.7076186
140,0.8590292412159591,1.7077142
141,0.8651651643675016,1.7077755
142,0.8713010875190441,1.7077914
143,0.8774370106705868,1.7077581
144,0.8835729338221293,1.707679
145,0.8897088569736719,1.7075659
146,0.8958447801252144,1.7074351
147,0.9019807032767571,1.7073072
148,0.9081166264282996,1.7072026
149,0.9142525495798421,1.7071385
150,0.9203884727313847,1.707127
151,0.9265243958829273,1.7071713
152,0.9326603190344698,1.7072661
153,0.9387962421860125,1.7073983
154,0.944932165337555,1.7075477
155,0.9510680884890975,1.7076914
156,0.9572040116406401,1.7078061
157,0.9633399347921826,1.7078725
158,0.9694758579437253,1.7078785
159,0.9756117810952678,1.7078207
160,0.9817477042468102,1.7077062
161,0.9878836273983529,1.707551
162,0.9940195505498955,1.7073789
163,1.000155473701438,1.7072163
164,1.0062913968529805,1.7070901
165,1.012427320004523,1.7070217
166,1.0185632431560658,1.7070241
167,1.0246991663076084,1.7071004
168,1.030835089459151,1.7072407
169,1.0369710126106935,1.7074252
170,1.043106935762236,1.7076257
171,1.0492428589137786,1.7078112
172,1.055378782065321,1.7079507
173,1.0615147052168636,1.7080193
174,1.0676506283684062,1.7080029
175,1.0737865515199487,1.7079003
176,1.0799224746714913,1.7077242
177,1.086058397823034,1.7074999
178,1.0921943209745766,1.7072614
179,1.0983302441261191,1.7070477
180,1.1044661672776617,1.7068949
181,1.1106020904292042,1.7068313
182,1.1167380135807468,1.7068725
183,1.1228739367322893,1.707017
184,1.1290098598838318,1.7072464
185,1.1351457830353744,1.7075279
186,1.141281706186917,1.7078167
187,1.1474176293384597,1.708065
188,1.1535535524900022,1.708228
189,1.1596894756415448,1.7082726
190,1.1658253987930873,1.7081833
191,1.1719613219446299,1.7079662
192,1.1780972450961724,1.70765
193,1.184233168247715,1.7072821
194,1.1903690913992575,1.7069236
195,1.1965050145508,1.7066381
196,1.2026409377023426,1.7064829
197,1.2087768608538851,1.7064967
198,1.214912784005428,1.706692
199,1.2210487071569704,1.7070502
200,1.227184630308513,1.7075204
201,1.2333205534600555,1.7080256
202,1.239456476611598,1.7084731
203,1.2455923997631406,1.7087696
204,1.2517283229146832,1.7088376
205,1.2578642460662257,1.7086346
206,1.2640001692177683,1.7081653
207,1.2701360923693108,1.7074896
208,1.2762720155208536,1.7067218
209,1.2824079386723959,1.7060201
210,1.2885438618239387,1.705562
211,1.2946797849754812,1.705511
212,1.3008157081270237,1.7059762
213,1.3069516312785663,1.7069651
214,1.3130875544301086,1.7083362
215,1.3192234775816514,1.7097597
216,1.325359400733194,1.7106868
217,1.3314953238847365,1.7103373
218,1.337631247036279,1.7077055
219,1.3437671701878218,1.7015917
220,1.3499030933393643,1.6906542
221,1.3560390164909069,1.6734838
222,1.3621749396424496,1.6486953
223,1.368310862793992,1.6150278
224,1.3744467859455345,1.5714498
225,1.380582709097077,1.5172569
226,1.3867186322486196,1.4521537
227,1.3928545554001623,1.3763142
228,1.3989904785517047,1.2904111
229,1.4051264017032472,1.1956134
230,1.41126232485479,1.0935463
231,1.4173982480063327,0.98622096
232,1.423534171157875,0.875933
233,1.4296700943094176,0.76514065
234,1.4358060174609601,0.65633047
235,1.4419419406125027,0.55188054
236,1.448077863764045,0.45393237
237,1.4542137869155878,0.36427936
238,1.4603497100671303,0.28428358
239,1.4664856332186729,0.21482234
240,1.4726215563702154,0.1562701
241,1.4787574795217582,0.108515464
242,1.4848934026733007,0.07100878
243,1.4910293258248433,0.042836916
244,1.4971652489763858,0.02281603
245,1.5033011721279281,0.009594057
246,1.509437095279471,0.0017555397
247,1.5155730184310134,0.0020827893
248,1.521708941582556,0.003189018
249,1.5278448647340988,0.0026538756
250,1.533980787885641,0.0013514856
251,1.5401167110371838,7.773196e-05
252,1.5462526341887264,0.0012209658
253,1.5523885573402691,0.0018692075
254,1.5585244804918115,0.0019801522
255,1.564660403643354,0.0016325628
256,1.5707963267948966,0.0009783581
257,1.576932249946439,0.00019816449
258,1.5830681730979819,0.0005364043
259,1.5892040962495242,0.0010906426
260,1.5953400194010667,0.0013827812
261,1.6014759425526093,0.0013891518
262,1.6076118657041518,0.001139271
263,1.6137477888556946,0.0007032388
264,1.6198837120072371,0.00017533154
265,1.6260196351587797,0.00034476334
266,1.6321555583103222,0.0007684757
267,1.6382914814618645,0.001031604
268,1.6444274046134073,0.0011022276
269,1.6505633277649499,0.0009825771
270,1.6566992509164924,0.00070558913
271,1.6628351740680352,0.00032729647
272,1.6689710972195777,8.430474e-05
273,1.6751070203711202,0.00046034632
274,1.6812429435226628,0.00074243767
275,1.6873788666742056,0.0008905376
276,1.6935147898257479,0.00088847394
277,1.6996507129772904,0.00074441644
278,1.705786636128833,0.00048811777
279,1.7119225592803755,0.0001656939
280,1.7180584824319183,0.00016933227
281,1.7241944055834606,0.00046415132
282,1.7303303287350031,0.00067450374
283,1.736466251886546,0.00077128195
284,1.7426021750380882,0.0007445369
285,1.748738098189631,0.00060317427
286,1.7548740213411735,0.00037356536
287,1.761009944492716,9.4394076e-05
288,1.7671458676442586,0.000190028
289,1.773281790795801,0.0004356335
290,1.7794177139473437,0.0006066648
291,1.7855536370988863,0.0006794637
292,1.7916895602504288,0.00064632954
293,1.7978254834019713,0.00051608565
294,1.8039614065535141,0.0003112085
295,1.8100973297050567,6.506767e-05
296,1.8162332528565992,0.00018381308
297,1.822369176008142,0.00039816156
298,1.8285050991596843,0.0005465565
299,1.8346410223112268,0.0006086573
300,1.8407769454627694,0.0005775855
301,1.846912868614312,0.0004606225
302,1.8530487917658547,0.0002772689
303,1.859184714917397,5.715088e-05
304,1.8653206380689396,0.0001662203
305,1.8714565612204823,0.00035938688
306,1.877592484372025,0.0004945722
307,1.8837284075235674,0.0005528273
308,1.88986433067511,0.00052735937
309,1.8960002538266525,0.00042413408
310,1.902136176978195,0.00025984604
311,1.9082721001297374,6.0662816e-05
312,1.9144080232812801,0.00014339584
313,1.9205439464328227,0.0003218705
314,1.9266798695843652,0.00044918476
315,1.9328157927359078,0.00050736143
316,1.9389517158874505,0.0004894992
317,1.945087639038993,0.00039944428
318,1.9512235621905356,0.00025230233
319,1.9573594853420784,7.0404545e-05
320,1.9634954084936205,0.0001183292
321,1.9696313316451632,0.00028618347
322,1.9757672547967058,0.00040895975
323,1.9819031779482483,0.00046926606
324,1.988039101099791,0.00045948458
325,1.9941750242513334,0.00038232785
326,2.000310947402876,0.00025039882
327,2.0064468705544187,8.360806e-05
328,2.012582793705961,9.2581446e-05
329,2.018718716857504,0.00025237826
330,2.024854640009046,0.0003726559
331,2.030990563160589,0.00043615288
332,2.0371264863121317,0.00043513894
333,2.043262409463674,0.00037031685
334,2.0493983326152168,0.00025208655
335,2.055534255766759,9.885826e-05
336,2.061670178918302,6.654455e-05
337,2.067806102069844,0.00021997422
338,2.073942025221387,0.00033890043
339,2.0800779483729293,0.00040673272
340,2.086213871524472,0.00041431718
341,2.0923497946760143,0.00036129638
342,2.098485717827557,0.0002559763
343,2.1046216409791,0.00011501879
344,2.110757564130642,4.0756568e-05
345,2.116893487282185,0.00018909082
346,2.1230294104337273,0.00030759428
347,2.12916533358527,0.00037972606
348,2.1353012567368124,0.00039612103
349,2.141437179888355,0.00035405956
350,2.1475731030398975,0.0002612032
351,2.1537090261914402,0.00013142641
352,2.1598449493429825,1.5932736e-05
353,2.1659808724945253,0.00015935242
354,2.172116795646068,0.0002778053
355,2.1782527187976104,0.0003545643
356,2.184388641949153,0.00037905743
357,2.1905245651006955,0.0003480801
358,2.1966604882522383,0.0002668037
359,2.2027964114037806,0.00014772563
360,2.2089323345553233,8.586431e-06
361,2.2150682577068657,0.00013041504
362,2.2212041808584084,0.00024911275
363,2.227340104009951,0.00033035318
364,2.2334760271614935,0.00036295288
365,2.2396119503130363,0.00034250825
366,2.2457478734645786,0.0002724884
367,2.2518837966161214,0.00016379211
368,2.2580197197676637,3.211995e-05
369,2.2641556429192065,0.000102615246
370,2.270291566070749,0.0002213966
371,2.2764274892222915,0.00030686625
372,2.282563412373834,0.00034707366
373,2.2886993355253766,0.00033675795
374,2.2948352586769194,0.0002777203
375,2.3009711818284617,0.00017888063
376,2.3071071049800045,5.51351e-05
377,2.313243028131547,7.558054e-05
378,2.3193789512830896,0.00019423921
379,2.325514874434632,0.00028376383
380,2.3316507975861747,0.0003316254
381,2.337786720737717,0.00033096803
382,2.3439226438892597,0.000282479
383,2.350058567040802,0.00019352132
384,2.356194490192345,7.721303e-05
385,2.3623304133438876,4.9257433e-05
386,2.36846633649543,0.00016766315
387,2.3746022596469727,0.00026081235
388,2.380738182798515,0.00031565025
389,2.386874105950058,0.00032455532
390,2.3930100291016,0.0002863641
391,2.399145952253143,0.00020699447
392,2.405281875404685,9.8408156e-05
393,2.411417798556228,2.3699125e-05
394,2.4175537217077703,0.00014145966
395,2.423689644859313,0.00023795008
396,2.429825568010856,0.00029953002
397,2.435961491162398,0.00031742777
398,2.442097414313941,0.0002891171
399,2.448233337465483,0.00021952114
400,2.454369260617026,0.00011859574
401,2.4605051837685683,1.2755951e-06
402,2.466641106920111,0.00011560408
403,2.4727770300716534,0.00021489096
404,2.478912953223196,0.00028276467
405,2.4850488763747385,0.00030936341
406,2.4911847995262812,0.0002910744
407,2.497320722677824,0.00023101673
408,2.5034566458293663,0.00013798496
409,2.509592568980909,2.547323e-05
410,2.5157284921324514,9.005426e-05
411,2.521864415283994,0.00019182873
412,2.5280003384355365,0.0002653808
413,2.5341362615870793,0.00030024064
414,2.5402721847386216,0.00029168307
415,2.5464081078901644,0.00024108018
416,2.552544031041707,0.0001559898
417,2.5586799541932495,4.874144e-05
418,2.5648158773447918,6.5001565e-05
419,2.5709518004963345,0.0001685821
420,2.5770877236478773,0.0002474427
421,2.5832236467994196,0.00029038033
422,2.5893595699509624,0.00029116418
423,2.595495493102505,0.0002498967
424,2.6016314162540475,0.00017300158
425,2.60776733940559,7.1347466e-05
426,2.6139032625571326,4.0000046e-05
427,2.6200391857086753,0.00014510607
428,2.626175108860217,0.00022883037
429,2.6323110320117604,0.00027924517
430,2.6384469551633027,0.00028900086
431,2.644582878314846,0.00025719978
432,2.650718801466388,0.0001885401
433,2.6568547246179306,9.2971575e-05
434,2.662990647769473,1.5616532e-05
435,2.6691265709210157,0.00012142595
436,2.675262494072558,0.00020954739
437,2.6813984172241008,0.00026713358
438,2.6875343403756435,0.0002856641
439,2.693670263527186,0.00026331205
440,2.6998061866787286,0.00020295492
441,2.7059421098302714,0.00011378514
442,2.7120780329818137,8.510325e-06
443,2.718213956133356,9.765411e-05
444,2.7243498792848992,0.00018943906
445,2.730485802436441,0.00025358974
446,2.736621725587984,0.00028090936
447,2.742757648739526,0.00026772005
448,2.748893571891069,0.00021601451
449,2.7550294950426113,0.00013341832
450,2.761165418194154,3.1919735e-05
451,2.767301341345697,7.3996445e-05
452,2.773437264497239,0.00016881303
453,2.779573187648782,0.00023924875
454,2.7857091108003247,0.0002748099
455,2.791845033951867,0.00027082494
456,2.7979809571034093,0.00022779978
457,2.804116880254952,0.00015222783
458,2.8102528034064944,5.4841992e-05
459,2.8163887265580367,4.995006e-05
460,2.82252464970958,0.00014760636
461,2.8286605728611223,0.00022358366
462,2.8347964960126655,0.00026713015
463,2.8409324191642074,0.00027222873
464,2.84706834231575,0.00023807834
465,2.8532042654672924,0.00016961155
466,2.859340188618835,7.703771e-05
467,2.8654761117703775,2.6333013e-05
468,2.8716120349219203,0.00012582437
469,2.877747958073462,0.00020707498
470,2.8838838812250054,0.00025825662
471,2.890019804376548,0.00027220554
472,2.89615572752809,0.00024696396
473,2.9022916506796332,0.00018606674
474,2.9084275738311756,9.871247e-05
475,2.9145634969827188,2.629538e-06
476,2.9206994201342606,0.000103617844
477,2.9268353432858034,0.00018937416
478,2.9329712664373457,0.00024767697
479,2.9391071895888885,0.00027033704
480,2.945243112740431,0.00025403744
481,2.9513790358919736,0.00020120772
482,2.9575149590435164,0.000119443204
483,2.9636508821950587,2.058666e-05
484,2.9697868053466014,8.1087645e-05
485,2.975922728498144,0.00017097131
486,2.9820586516496865,0.00023603019
487,2.988194574801229,0.0002671631
488,2.9943304979527716,0.00025976574
489,3.000466421104314,0.00021498952
490,3.0066023442558563,0.00013936656
491,3.0127382674073995,4.3869983e-05
492,3.018874190558942,5.817909e-05
493,3.025010113710484,0.00015144997
494,3.031146036862027,0.00022284072
495,3.0372819600135696,0.00026220205
496,3.043417883165112,0.00026375693
497,3.0495538063166547,0.0002273268
498,3.0556897294681975,0.00015816482
499,3.06182565261974,6.636839e-05
500,3.067961575771282,3.495013e-05
501,3.074097498922825,0.00013127869
502,3.0802334220743677,0.00020844681
503,3.0863693452259096,0.00025580116
504,3.0925052683774528,0.00026633174
505,3.098641191528995,0.00023836
506,3.1047771146805383,0.0001761668
507,3.11091303783208,8.863075e-05
508,3.117048960983623,1.1624449e-05
509,3.1231848841351653,0.000110186236
510,3.129320807286708,0.00019289016
511,3.1354567304382504,0.00024779918
